"county_name","FIPS","year","median_income","pct_poverty","pct_college"
"Morgan",39115,2009,37152,18.02,7.67
"Morgan",39115,2010,37152,18.02,7.67
"Morgan",39115,2011,37152,18.02,7.67
"Morgan",39115,2012,37152,18.02,7.67
"Morgan",39115,2013,37865,20.23,10.53
"Morgan",39115,2014,38696,19.46,10.66
"Morgan",39115,2015,37067,21.37,11.12
"Morgan",39115,2016,38941,20.27,12.17
"Morgan",39115,2017,40276,21.52,13.01
"Morgan",39115,2018,41731,19.12,11.31
"Morgan",39115,2019,42341,19.24,10.19
"Morgan",39115,2020,43791,17.21,10.45
"Morgan",39115,2021,44848,17.35,10.87
"Morgan",39115,2022,51056,16.57,11.18
"Morgan",39115,2023,55971,14.29,14.2
"Morgan",39115,2024,55971,14.29,14.2
"Morrow",39117,2003,51534,13.77,13.47
"Morrow",39117,2004,51534,13.77,13.47
"Morrow",39117,2005,51534,13.77,13.47
"Morrow",39117,2006,51534,13.77,13.47
"Morrow",39117,2007,51534,13.77,13.47
"Morrow",39117,2008,51534,13.77,13.47
"Morrow",39117,2009,51534,13.77,13.47
"Morrow",39117,2010,51534,13.77,13.47
"Morrow",39117,2011,51534,13.77,13.47
"Morrow",39117,2012,51534,13.77,13.47
"Morrow",39117,2013,51484,13.63,14.13
"Morrow",39117,2014,51444,13.4,13.83
"Morrow",39117,2015,51993,11.75,13.88
"Morrow",39117,2016,53032,11.02,13.51
"Morrow",39117,2017,52767,9.7,13.64
"Morrow",39117,2018,56010,10.19,13.52
"Morrow",39117,2019,59452,9.7,13.84
"Morrow",39117,2020,61769,9.11,14.72
"Morrow",39117,2021,63411,10.18,14.96
"Morrow",39117,2022,70412,10.58,16.9
"Morrow",39117,2023,71047,10.87,18.2
"Morrow",39117,2024,71047,10.87,18.2
"Muskingum",39119,2003,40398,17.32,13.8
"Muskingum",39119,2004,40398,17.32,13.8
"Muskingum",39119,2005,40398,17.32,13.8
"Muskingum",39119,2006,40398,17.32,13.8
"Muskingum",39119,2007,40398,17.32,13.8
"Muskingum",39119,2008,40398,17.32,13.8
"Muskingum",39119,2009,40398,17.32,13.8
"Muskingum",39119,2010,40398,17.32,13.8
"Muskingum",39119,2011,40398,17.32,13.8
"Muskingum",39119,2012,40398,17.32,13.8
"Muskingum",39119,2013,40524,18.07,14.22
"Muskingum",39119,2014,40937,19.23,14.57
"Muskingum",39119,2015,41130,18.64,15.05
"Muskingum",39119,2016,42464,17.42,15.07
"Muskingum",39119,2017,43325,16.61,15.73
"Muskingum",39119,2018,45276,16.35,15.49
"Muskingum",39119,2019,47254,16.04,16.09
"Muskingum",39119,2020,48350,15.63,17.47
"Muskingum",39119,2021,52224,15.81,18.24
"Muskingum",39119,2022,56810,15.62,19.34
"Muskingum",39119,2023,59203,15.64,20.32
"Muskingum",39119,2024,59203,15.64,20.32
"Noble",39121,2003,39544,14.05,8.86
"Noble",39121,2004,39544,14.05,8.86
"Noble",39121,2005,39544,14.05,8.86
"Noble",39121,2006,39544,14.05,8.86
"Noble",39121,2007,39544,14.05,8.86
"Noble",39121,2008,39544,14.05,8.86
"Noble",39121,2009,39544,14.05,8.86
"Noble",39121,2010,39544,14.05,8.86
"Noble",39121,2011,39544,14.05,8.86
"Noble",39121,2012,39544,14.05,8.86
"Noble",39121,2013,38290,15.24,9.73
"Noble",39121,2014,37126,13.73,9.53
"Noble",39121,2015,41708,12.72,9.28
"Noble",39121,2016,41398,11.93,9.45
"Noble",39121,2017,42171,12.87,10.55
"Noble",39121,2018,47456,15.38,10.25
"Noble",39121,2019,46897,15.58,9.91
"Noble",39121,2020,50070,15.15,11.04
"Noble",39121,2021,46144,16.6,12.14
"Noble",39121,2022,51547,16.63,13.12
"Noble",39121,2023,55360,11.68,13.75
"Noble",39121,2024,55360,11.68,13.75
"Ottawa",39123,2003,53850,9.96,20.3
"Ottawa",39123,2004,53850,9.96,20.3
"Ottawa",39123,2005,53850,9.96,20.3
"Ottawa",39123,2006,53850,9.96,20.3
"Ottawa",39123,2007,53850,9.96,20.3
"Ottawa",39123,2008,53850,9.96,20.3
"Ottawa",39123,2009,53850,9.96,20.3
"Ottawa",39123,2010,53850,9.96,20.3
"Ottawa",39123,2011,53850,9.96,20.3
"Ottawa",39123,2012,53850,9.96,20.3
"Ottawa",39123,2013,53202,11,20.31
"Ottawa",39123,2014,53599,10.33,21.36
"Ottawa",39123,2015,53914,10.72,21.68
"Ottawa",39123,2016,54580,11.06,21.3
"Ottawa",39123,2017,56193,10.49,22.34
"Ottawa",39123,2018,57918,10.42,22.43
"Ottawa",39123,2019,59099,10.1,23.06
"Ottawa",39123,2020,59306,8.82,23.92
"Ottawa",39123,2021,64463,8.29,26.02
"Ottawa",39123,2022,69515,8.77,26.89
"Ottawa",39123,2023,75728,8.35,28.54
"Ottawa",39123,2024,75728,8.35,28.54
"Paulding",39125,2003,44099,14.04,12.54
"Paulding",39125,2004,44099,14.04,12.54
"Paulding",39125,2005,44099,14.04,12.54
"Paulding",39125,2006,44099,14.04,12.54
"Paulding",39125,2007,44099,14.04,12.54
"Paulding",39125,2008,44099,14.04,12.54
"Paulding",39125,2009,44099,14.04,12.54
"Paulding",39125,2010,44099,14.04,12.54
"Paulding",39125,2011,44099,14.04,12.54
"Paulding",39125,2012,44099,14.04,12.54
"Paulding",39125,2013,44861,13.69,12.11
"Paulding",39125,2014,45404,14.04,12.69
"Paulding",39125,2015,45550,12.84,12.73
"Paulding",39125,2016,48003,11.03,13.05
"Paulding",39125,2017,49866,10.68,14.02
"Paulding",39125,2018,51933,10.27,14.1
"Paulding",39125,2019,55330,9.88,15.65
"Paulding",39125,2020,56531,10.26,15.91
"Paulding",39125,2021,59987,10.06,16.18
"Paulding",39125,2022,65331,9.42,15.41
"Paulding",39125,2023,68167,9.6,15.73
"Paulding",39125,2024,68167,9.6,15.73
"Perry",39127,2003,42222,18.23,10.14
"Perry",39127,2004,42222,18.23,10.14
"Perry",39127,2005,42222,18.23,10.14
"Perry",39127,2006,42222,18.23,10.14
"Perry",39127,2007,42222,18.23,10.14
"Perry",39127,2008,42222,18.23,10.14
"Perry",39127,2009,42222,18.23,10.14
"Perry",39127,2010,42222,18.23,10.14
"Perry",39127,2011,42222,18.23,10.14
"Perry",39127,2012,42222,18.23,10.14
"Perry",39127,2013,41446,19.58,10.18
"Perry",39127,2014,41892,18.77,11.01
"Perry",39127,2015,42017,19.27,10.98
"Perry",39127,2016,43674,20.63,11.96
"Perry",39127,2017,46477,19.23,11.66
"Perry",39127,2018,48811,19.41,12.28
"Perry",39127,2019,50150,19.14,12.18
"Perry",39127,2020,52978,16.47,13.04
"Perry",39127,2021,58616,15.18,13.4
"Perry",39127,2022,62899,15.34,14.8
"Perry",39127,2023,64737,14.7,15.04
"Perry",39127,2024,64737,14.7,15.04
"Pickaway",39129,2003,53750,13.48,15.93
"Pickaway",39129,2004,53750,13.48,15.93
"Pickaway",39129,2005,53750,13.48,15.93
"Pickaway",39129,2006,53750,13.48,15.93
"Pickaway",39129,2007,53750,13.48,15.93
"Pickaway",39129,2008,53750,13.48,15.93
"Pickaway",39129,2009,53750,13.48,15.93
"Pickaway",39129,2010,53750,13.48,15.93
"Pickaway",39129,2011,53750,13.48,15.93
"Pickaway",39129,2012,53750,13.48,15.93
"Pickaway",39129,2013,54003,13.32,16.06
"Pickaway",39129,2014,55678,12.78,16.4
"Pickaway",39129,2015,57439,12.55,17.1
"Pickaway",39129,2016,58706,12.16,17.31
"Pickaway",39129,2017,60314,12,17.34
"Pickaway",39129,2018,62214,11.75,18.59
"Pickaway",39129,2019,63633,12.13,18.41
"Pickaway",39129,2020,61629,13.81,18.63
"Pickaway",39129,2021,63629,13.38,19.55
"Pickaway",39129,2022,67600,12.49,19.62
"Pickaway",39129,2023,72927,12.1,21.26
"Pickaway",39129,2024,72927,12.1,21.26
"Pike",39131,2003,39735,22.04,12.65
"Pike",39131,2004,39735,22.04,12.65
"Pike",39131,2005,39735,22.04,12.65
"Pike",39131,2006,39735,22.04,12.65
"Pike",39131,2007,39735,22.04,12.65
"Pike",39131,2008,39735,22.04,12.65
"Pike",39131,2009,39735,22.04,12.65
"Pike",39131,2010,39735,22.04,12.65
"Pike",39131,2011,39735,22.04,12.65
"Pike",39131,2012,39735,22.04,12.65
"Pike",39131,2013,42165,23.54,12.22
"Pike",39131,2014,39989,24.21,11.36
"Pike",39131,2015,40283,23.12,11.83
"Pike",39131,2016,41128,20.68,12.28
"Pike",39131,2017,43562,20.04,13.26
"Pike",39131,2018,43729,19.38,13.76
"Pike",39131,2019,42832,18.68,12.64
"Pike",39131,2020,44115,18.64,14.21
"Pike",39131,2021,44961,19.36,14.71
"Pike",39131,2022,50832,19.84,13.97
"Pike",39131,2023,49552,19.92,14.56
"Pike",39131,2024,49552,19.92,14.56
"Portage",39133,2003,51969,15.13,24.62
"Portage",39133,2004,51969,15.13,24.62
"Portage",39133,2005,51969,15.13,24.62
"Portage",39133,2006,51969,15.13,24.62
"Portage",39133,2007,51969,15.13,24.62
"Portage",39133,2008,51969,15.13,24.62
"Portage",39133,2009,51969,15.13,24.62
"Portage",39133,2010,51969,15.13,24.62
"Portage",39133,2011,51969,15.13,24.62
"Portage",39133,2012,51969,15.13,24.62
"Portage",39133,2013,52697,16.11,25.1
"Portage",39133,2014,53027,15.95,25.48
"Portage",39133,2015,52552,15.61,26.04
"Portage",39133,2016,52427,15.03,27.28
"Portage",39133,2017,53816,14.52,27.46
"Portage",39133,2018,56618,13.11,28.67
"Portage",39133,2019,57618,12.79,29
"Portage",39133,2020,59485,11.32,29.87
"Portage",39133,2021,64163,11.15,30.06
"Portage",39133,2022,69796,11.3,31.74
"Portage",39133,2023,72822,11.4,31.52
"Portage",39133,2024,72822,11.4,31.52
"Preble",39135,2003,48899,10.67,11.89
"Preble",39135,2004,48899,10.67,11.89
"Preble",39135,2005,48899,10.67,11.89
"Preble",39135,2006,48899,10.67,11.89
"Preble",39135,2007,48899,10.67,11.89
"Preble",39135,2008,48899,10.67,11.89
"Preble",39135,2009,48899,10.67,11.89
"Preble",39135,2010,48899,10.67,11.89
"Preble",39135,2011,48899,10.67,11.89
"Preble",39135,2012,48899,10.67,11.89
"Preble",39135,2013,48405,12.23,11.33
"Preble",39135,2014,48147,12.81,12.24
"Preble",39135,2015,47818,13.35,11.77
"Preble",39135,2016,51356,13.53,13.48
"Preble",39135,2017,52661,12.36,14.4
"Preble",39135,2018,55374,11.57,15.81
"Preble",39135,2019,58957,10.14,16.28
"Preble",39135,2020,61339,9.16,18.24
"Preble",39135,2021,60527,9.78,18.35
"Preble",39135,2022,66355,10.33,18.83
"Preble",39135,2023,71237,11.25,17.9
"Preble",39135,2024,71237,11.25,17.9
"Putnam",39137,2003,60693,7.46,19.74
"Putnam",39137,2004,60693,7.46,19.74
"Putnam",39137,2005,60693,7.46,19.74
"Putnam",39137,2006,60693,7.46,19.74
"Putnam",39137,2007,60693,7.46,19.74
"Putnam",39137,2008,60693,7.46,19.74
"Putnam",39137,2009,60693,7.46,19.74
"Putnam",39137,2010,60693,7.46,19.74
"Putnam",39137,2011,60693,7.46,19.74
"Putnam",39137,2012,60693,7.46,19.74
"Putnam",39137,2013,61192,6.9,19.91
"Putnam",39137,2014,61036,6.65,20.16
"Putnam",39137,2015,60524,5.8,19.4
"Putnam",39137,2016,60245,7.83,19.39
"Putnam",39137,2017,61161,7.17,19.05
"Putnam",39137,2018,62001,6.74,20.29
"Putnam",39137,2019,64822,7.63,20.92
"Putnam",39137,2020,67790,7.78,23.22
"Putnam",39137,2021,73122,6.34,24.75
"Putnam",39137,2022,79453,6.56,25.92
"Putnam",39137,2023,82785,7.14,26.3
"Putnam",39137,2024,82785,7.14,26.3
"Richland",39139,2003,42894,14.82,15.01
"Richland",39139,2004,42894,14.82,15.01
"Richland",39139,2005,42894,14.82,15.01
"Richland",39139,2006,42894,14.82,15.01
"Richland",39139,2007,42894,14.82,15.01
"Richland",39139,2008,42894,14.82,15.01
"Richland",39139,2009,42894,14.82,15.01
"Richland",39139,2010,42894,14.82,15.01
"Richland",39139,2011,42894,14.82,15.01
"Richland",39139,2012,42894,14.82,15.01
"Richland",39139,2013,41835,15.71,14.92
"Richland",39139,2014,42042,16.32,15.86
"Richland",39139,2015,41877,17.01,15.66
"Richland",39139,2016,42849,16.54,16.4
"Richland",39139,2017,44138,15.55,17.18
"Richland",39139,2018,47346,14.26,17.81
"Richland",39139,2019,49547,13.51,18.32
"Richland",39139,2020,49186,13.7,17.78
"Richland",39139,2021,52605,13.61,17.83
"Richland",39139,2022,56557,13.87,17.75
"Richland",39139,2023,57649,13.94,17.88
"Richland",39139,2024,57649,13.94,17.88
"Ross",39141,2003,44089,19.14,13.71
"Ross",39141,2004,44089,19.14,13.71
"Ross",39141,2005,44089,19.14,13.71
"Ross",39141,2006,44089,19.14,13.71
"Ross",39141,2007,44089,19.14,13.71
"Ross",39141,2008,44089,19.14,13.71
"Ross",39141,2009,44089,19.14,13.71
"Ross",39141,2010,44089,19.14,13.71
"Ross",39141,2011,44089,19.14,13.71
"Ross",39141,2012,44089,19.14,13.71
"Ross",39141,2013,43264,19.71,13.73
"Ross",39141,2014,43450,19.39,15.02
"Ross",39141,2015,43345,19.3,14.69
"Ross",39141,2016,44587,18.85,15.3
"Ross",39141,2017,45792,18.2,15.97
"Ross",39141,2018,48403,17.86,16.64
"Ross",39141,2019,51092,17.33,15.77
"Ross",39141,2020,51508,16.31,16.16
"Ross",39141,2021,54004,16.52,16.86
"Ross",39141,2022,58048,16.11,16.53
"Ross",39141,2023,59819,16.8,17.11
"Ross",39141,2024,59819,16.8,17.11
"Sandusky",39143,2003,46785,13.87,13.32
"Sandusky",39143,2004,46785,13.87,13.32
"Sandusky",39143,2005,46785,13.87,13.32
"Sandusky",39143,2006,46785,13.87,13.32
"Sandusky",39143,2007,46785,13.87,13.32
"Sandusky",39143,2008,46785,13.87,13.32
"Sandusky",39143,2009,46785,13.87,13.32
"Sandusky",39143,2010,46785,13.87,13.32
"Sandusky",39143,2011,46785,13.87,13.32
"Sandusky",39143,2012,46785,13.87,13.32
"Sandusky",39143,2013,46140,14.26,13.73
"Sandusky",39143,2014,46099,14.68,14.09
"Sandusky",39143,2015,47209,14.31,14.51
"Sandusky",39143,2016,49032,13.2,14.82
"Sandusky",39143,2017,50370,13.57,15.17
"Sandusky",39143,2018,51701,13.56,16.01
"Sandusky",39143,2019,54089,11.62,16.1
"Sandusky",39143,2020,55245,12.19,16.45
"Sandusky",39143,2021,56414,12.9,18.14
"Sandusky",39143,2022,60814,12.96,18.33
"Sandusky",39143,2023,62500,13.24,19.11
"Sandusky",39143,2024,62500,13.24,19.11
"Scioto",39145,2003,34783,22.96,13.98
"Scioto",39145,2004,34783,22.96,13.98
"Scioto",39145,2005,34783,22.96,13.98
"Scioto",39145,2006,34783,22.96,13.98
"Scioto",39145,2007,34783,22.96,13.98
"Scioto",39145,2008,34783,22.96,13.98
"Scioto",39145,2009,34783,22.96,13.98
"Scioto",39145,2010,34783,22.96,13.98
"Scioto",39145,2011,34783,22.96,13.98
"Scioto",39145,2012,34783,22.96,13.98
"Scioto",39145,2013,35379,23.32,14.23
"Scioto",39145,2014,36945,24.52,14.39
"Scioto",39145,2015,35903,25.31,14.39
"Scioto",39145,2016,37936,23.97,14.99
"Scioto",39145,2017,38978,23.91,15.21
"Scioto",39145,2018,39731,23.58,14.97
"Scioto",39145,2019,41330,22.55,15.7
"Scioto",39145,2020,41866,23,15.6
"Scioto",39145,2021,43266,23.82,16.39
"Scioto",39145,2022,46360,23.79,17.56
"Scioto",39145,2023,49571,22.37,17.95
"Scioto",39145,2024,49571,22.37,17.95
"Seneca",39147,2003,42375,14.91,15.73
"Seneca",39147,2004,42375,14.91,15.73
"Seneca",39147,2005,42375,14.91,15.73
"Seneca",39147,2006,42375,14.91,15.73
"Seneca",39147,2007,42375,14.91,15.73
"Seneca",39147,2008,42375,14.91,15.73
"Seneca",39147,2009,42375,14.91,15.73
"Seneca",39147,2010,42375,14.91,15.73
"Seneca",39147,2011,42375,14.91,15.73
"Seneca",39147,2012,42375,14.91,15.73
"Seneca",39147,2013,43764,15.47,15.29
"Seneca",39147,2014,44947,17.05,14.66
"Seneca",39147,2015,45444,16.89,14.23
"Seneca",39147,2016,48415,15.55,14.71
"Seneca",39147,2017,49153,15.15,15.34
"Seneca",39147,2018,49936,14.7,15.2
"Seneca",39147,2019,52500,12.81,16.82
"Seneca",39147,2020,52897,12.71,17.34
"Seneca",39147,2021,56043,12.22,17.91
"Seneca",39147,2022,62476,11.63,18.86
"Seneca",39147,2023,65020,11.91,20.71
"Seneca",39147,2024,65020,11.91,20.71
"Shelby",39149,2003,51159,11.72,13.75
"Shelby",39149,2004,51159,11.72,13.75
"Shelby",39149,2005,51159,11.72,13.75
"Shelby",39149,2006,51159,11.72,13.75
"Shelby",39149,2007,51159,11.72,13.75
"Shelby",39149,2008,51159,11.72,13.75
"Shelby",39149,2009,51159,11.72,13.75
"Shelby",39149,2010,51159,11.72,13.75
"Shelby",39149,2011,51159,11.72,13.75
"Shelby",39149,2012,51159,11.72,13.75
"Shelby",39149,2013,50427,11.41,14.53
"Shelby",39149,2014,51266,11.44,15.58
"Shelby",39149,2015,54550,10.25,16.34
"Shelby",39149,2016,56169,9.54,17.09
"Shelby",39149,2017,57673,8.89,17.09
"Shelby",39149,2018,61042,9.11,17.4
"Shelby",39149,2019,63806,8.82,18.71
"Shelby",39149,2020,64522,10.01,19.27
"Shelby",39149,2021,66536,10.82,19.06
"Shelby",39149,2022,73502,10.92,20.65
"Shelby",39149,2023,72822,11.1,20.61
"Shelby",39149,2024,72822,11.1,20.61
"Stark",39151,2003,45689,14.48,20.67
"Stark",39151,2004,45689,14.48,20.67
"Stark",39151,2005,45689,14.48,20.67
"Stark",39151,2006,45689,14.48,20.67
"Stark",39151,2007,45689,14.48,20.67
"Stark",39151,2008,45689,14.48,20.67
"Stark",39151,2009,45689,14.48,20.67
"Stark",39151,2010,45689,14.48,20.67
"Stark",39151,2011,45689,14.48,20.67
"Stark",39151,2012,45689,14.48,20.67
"Stark",39151,2013,45641,14.95,21.14
"Stark",39151,2014,46290,15.01,21.47
"Stark",39151,2015,47137,14.69,21.9
"Stark",39151,2016,48714,14.11,22.63
"Stark",39151,2017,50117,13.96,22.76
"Stark",39151,2018,52190,13.86,22.79
"Stark",39151,2019,53860,13.56,22.8
"Stark",39151,2020,55045,13.32,23.5
"Stark",39151,2021,58170,13.35,23.58
"Stark",39151,2022,63130,13.17,24.09
"Stark",39151,2023,65740,12.74,24.98
"Stark",39151,2024,65740,12.74,24.98
"Summit",39153,2003,49227,14.84,29.39
"Summit",39153,2004,49227,14.84,29.39
"Summit",39153,2005,49227,14.84,29.39
"Summit",39153,2006,49227,14.84,29.39
"Summit",39153,2007,49227,14.84,29.39
"Summit",39153,2008,49227,14.84,29.39
"Summit",39153,2009,49227,14.84,29.39
"Summit",39153,2010,49227,14.84,29.39
"Summit",39153,2011,49227,14.84,29.39
"Summit",39153,2012,49227,14.84,29.39
"Summit",39153,2013,49669,15.35,29.6
"Summit",39153,2014,50082,14.73,29.93
"Summit",39153,2015,50765,14.76,30.35
"Summit",39153,2016,51562,14.25,30.71
"Summit",39153,2017,53291,13.57,31.61
"Summit",39153,2018,55448,13.06,32.06
"Summit",39153,2019,57181,13.22,32.46
"Summit",39153,2020,59253,12.78,32.76
"Summit",39153,2021,63111,12.64,33.94
"Summit",39153,2022,68360,12.41,34.58
"Summit",39153,2023,71016,12.65,35.29
"Summit",39153,2024,71016,12.65,35.29
"Trumbull",39155,2003,42488,16.81,16.36
"Trumbull",39155,2004,42488,16.81,16.36
"Trumbull",39155,2005,42488,16.81,16.36
"Trumbull",39155,2006,42488,16.81,16.36
"Trumbull",39155,2007,42488,16.81,16.36
"Trumbull",39155,2008,42488,16.81,16.36
"Trumbull",39155,2009,42488,16.81,16.36
"Trumbull",39155,2010,42488,16.81,16.36
"Trumbull",39155,2011,42488,16.81,16.36
"Trumbull",39155,2012,42488,16.81,16.36
"Trumbull",39155,2013,42880,17.38,17.03
"Trumbull",39155,2014,43226,17.28,17.42
"Trumbull",39155,2015,43073,17.26,17.32
"Trumbull",39155,2016,43811,17.48,17.96
"Trumbull",39155,2017,45380,17.17,18.7
"Trumbull",39155,2018,45975,17.48,18.46
"Trumbull",39155,2019,47280,17.24,18.72
"Trumbull",39155,2020,47799,17.29,19.18
"Trumbull",39155,2021,50258,17.1,19.26
"Trumbull",39155,2022,53537,17.14,20.02
"Trumbull",39155,2023,55088,16.79,20.29
"Trumbull",39155,2024,55088,16.79,20.29
"Tuscarawas",39157,2003,43869,13.61,14.67
"Tuscarawas",39157,2004,43869,13.61,14.67
"Tuscarawas",39157,2005,43869,13.61,14.67
"Tuscarawas",39157,2006,43869,13.61,14.67
"Tuscarawas",39157,2007,43869,13.61,14.67
"Tuscarawas",39157,2008,43869,13.61,14.67
"Tuscarawas",39157,2009,43869,13.61,14.67
"Tuscarawas",39157,2010,43869,13.61,14.67
"Tuscarawas",39157,2011,43869,13.61,14.67
"Tuscarawas",39157,2012,43869,13.61,14.67
"Tuscarawas",39157,2013,43739,14.57,15.15
"Tuscarawas",39157,2014,44656,14.27,14.75
"Tuscarawas",39157,2015,45310,13.97,14.43
"Tuscarawas",39157,2016,46992,13.57,14.98
"Tuscarawas",39157,2017,49460,13.84,15.11
"Tuscarawas",39157,2018,51170,13.17,15.8
"Tuscarawas",39157,2019,53243,12.81,17.35
"Tuscarawas",39157,2020,54451,12.92,17.86
"Tuscarawas",39157,2021,57545,13.02,18.37
"Tuscarawas",39157,2022,61953,12.47,19.67
"Tuscarawas",39157,2023,64494,12.97,19.59
"Tuscarawas",39157,2024,64494,12.97,19.59
"Union",39159,2003,65866,7.34,27.79
"Union",39159,2004,65866,7.34,27.79
"Union",39159,2005,65866,7.34,27.79
"Union",39159,2006,65866,7.34,27.79
"Union",39159,2007,65866,7.34,27.79
"Union",39159,2008,65866,7.34,27.79
"Union",39159,2009,65866,7.34,27.79
"Union",39159,2010,65866,7.34,27.79
"Union",39159,2011,65866,7.34,27.79
"Union",39159,2012,65866,7.34,27.79
"Union",39159,2013,65086,7.82,27.04
"Union",39159,2014,64758,7.92,25.96
"Union",39159,2015,67382,8.7,26.25
"Union",39159,2016,71282,7.86,29.09
"Union",39159,2017,78848,7.4,30.8
"Union",39159,2018,82775,6.92,32.96
"Union",39159,2019,86715,5.89,35.53
"Union",39159,2020,88565,5.17,35.55
"Union",39159,2021,96634,4.72,37.8
"Union",39159,2022,104496,5.17,39.32
"Union",39159,2023,109506,5.06,39.1
"Union",39159,2024,109506,5.06,39.1
"Van Wert",39161,2003,44602,10.41,14.99
"Van Wert",39161,2004,44602,10.41,14.99
"Van Wert",39161,2005,44602,10.41,14.99
"Van Wert",39161,2006,44602,10.41,14.99
"Van Wert",39161,2007,44602,10.41,14.99
"Van Wert",39161,2008,44602,10.41,14.99
"Van Wert",39161,2009,44602,10.41,14.99
"Van Wert",39161,2010,44602,10.41,14.99
"Van Wert",39161,2011,44602,10.41,14.99
"Van Wert",39161,2012,44602,10.41,14.99
"Van Wert",39161,2013,45355,12.47,15.38
"Van Wert",39161,2014,46436,13.34,15.43
"Van Wert",39161,2015,48060,12.84,15.66
"Van Wert",39161,2016,50547,12.31,17.16
"Van Wert",39161,2017,50974,12.69,16.4
"Van Wert",39161,2018,52754,11.13,16.18
"Van Wert",39161,2019,54254,11.11,16.6
"Van Wert",39161,2020,55991,9.37,17.19
"Van Wert",39161,2021,59210,9.82,16.65
"Van Wert",39161,2022,64841,8.37,17.2
"Van Wert",39161,2023,65344,9.52,17
"Van Wert",39161,2024,65344,9.52,17
"Vinton",39163,2003,34432,21.4,7.94
"Vinton",39163,2004,34432,21.4,7.94
"Vinton",39163,2005,34432,21.4,7.94
"Vinton",39163,2006,34432,21.4,7.94
"Vinton",39163,2007,34432,21.4,7.94
"Vinton",39163,2008,34432,21.4,7.94
"Vinton",39163,2009,34432,21.4,7.94
"Vinton",39163,2010,34432,21.4,7.94
"Vinton",39163,2011,34432,21.4,7.94
"Vinton",39163,2012,34432,21.4,7.94
"Vinton",39163,2013,36705,20.64,8.5
"Vinton",39163,2014,37984,22.69,8.7
"Vinton",39163,2015,40680,20.72,9.15
"Vinton",39163,2016,41080,21.25,9.56
"Vinton",39163,2017,41541,21.09,10.31
"Vinton",39163,2018,42114,20.94,11.48
"Vinton",39163,2019,45673,18.97,12.78
"Vinton",39163,2020,45034,20.03,12.81
"Vinton",39163,2021,46653,18.86,13.08
"Vinton",39163,2022,50967,19.07,15.44
"Vinton",39163,2023,53813,16.72,15.12
"Vinton",39163,2024,53813,16.72,15.12
"Warren",39165,2003,72055,6.41,36.87
"Warren",39165,2004,72055,6.41,36.87
"Warren",39165,2005,72055,6.41,36.87
"Warren",39165,2006,72055,6.41,36.87
"Warren",39165,2007,72055,6.41,36.87
"Warren",39165,2008,72055,6.41,36.87
"Warren",39165,2009,72055,6.41,36.87
"Warren",39165,2010,72055,6.41,36.87
"Warren",39165,2011,72055,6.41,36.87
"Warren",39165,2012,72055,6.41,36.87
"Warren",39165,2013,72487,6.3,37.85
"Warren",39165,2014,73177,5.75,38.68
"Warren",39165,2015,74379,5.56,39.59
"Warren",39165,2016,76200,5.38,40.96
"Warren",39165,2017,79397,5.09,41.89
"Warren",39165,2018,83330,4.62,42.3
"Warren",39165,2019,87125,4.55,42.99
"Warren",39165,2020,89410,4.86,43.71
"Warren",39165,2021,95709,4.82,44.14
"Warren",39165,2022,103128,5.14,44.66
"Warren",39165,2023,107843,5.42,45.69
"Warren",39165,2024,107843,5.42,45.69
"Washington",39167,2003,43829,15.64,15.88
"Washington",39167,2004,43829,15.64,15.88
"Washington",39167,2005,43829,15.64,15.88
"Washington",39167,2006,43829,15.64,15.88
"Washington",39167,2007,43829,15.64,15.88
"Washington",39167,2008,43829,15.64,15.88
"Washington",39167,2009,43829,15.64,15.88
"Washington",39167,2010,43829,15.64,15.88
"Washington",39167,2011,43829,15.64,15.88
"Washington",39167,2012,43829,15.64,15.88
"Washington",39167,2013,42834,15.29,16.02
"Washington",39167,2014,43512,16.56,16.62
"Washington",39167,2015,43509,16.44,17.55
"Washington",39167,2016,44763,15.66,18.41
"Washington",39167,2017,46021,15.46,18.66
"Washington",39167,2018,48572,15.14,19.23
"Washington",39167,2019,50021,14.21,18.83
"Washington",39167,2020,51808,13.19,18.67
"Washington",39167,2021,54167,13.59,19.83
"Washington",39167,2022,59053,14.15,20.48
"Washington",39167,2023,61355,12.89,20.7
"Washington",39167,2024,61355,12.89,20.7
"Wayne",39169,2003,49241,11.75,19.37
"Wayne",39169,2004,49241,11.75,19.37
"Wayne",39169,2005,49241,11.75,19.37
"Wayne",39169,2006,49241,11.75,19.37
"Wayne",39169,2007,49241,11.75,19.37
"Wayne",39169,2008,49241,11.75,19.37
"Wayne",39169,2009,49241,11.75,19.37
"Wayne",39169,2010,49241,11.75,19.37
"Wayne",39169,2011,49241,11.75,19.37
"Wayne",39169,2012,49241,11.75,19.37
"Wayne",39169,2013,49135,12.39,20.03
"Wayne",39169,2014,49244,13.39,20.24
"Wayne",39169,2015,50383,13.24,21.19
"Wayne",39169,2016,51363,12.7,21.47
"Wayne",39169,2017,54037,13.04,20.98
"Wayne",39169,2018,56348,12.39,21.86
"Wayne",39169,2019,58300,11.28,22.2
"Wayne",39169,2020,61424,10.7,22.54
"Wayne",39169,2021,64594,10.02,23.4
"Wayne",39169,2022,70320,8.79,24.03
"Wayne",39169,2023,71769,8.73,24.72
"Wayne",39169,2024,71769,8.73,24.72
"Williams",39171,2003,43176,13.75,12.87
